Journals,Sentiment
My mother makes batches of soups and chili's during the summer and stores them. It always s happy time when she breaks one out for dinners.,"{
    ""sentiment"": ""positive"",
    ""sentiment_score"": 0.8058712121212122
}"
"My morning routines start with Centering Prayer for 20 minutes, then I pray Lauds to connect me with the prayer of the whole church, Next a type a page into my journal then I simply hangout with God for the last half hour. By this time I am calm and ready for connecting with my housemates. Toward the end of the work day we all gather to say Vespers together before celebrating Mass together in the evening. Praising God for all the the blessings and the challenges of the day is truly what I am about.","{
    ""sentiment"": ""positive"",
    ""sentiment_score"": 0.3671195652173913
}"
My mom and I officially decided to run a marathon together late spring this year. We both registered for the race booked travel an officially committed. It makes me excited to continue training because this is something I can do with my mom.,"{
    ""sentiment"": ""positive"",
    ""sentiment_score"": 0.7194148936170213
}"
My love life is the best thing that I have going for me in my day to day as i work on my goals. I think I found someone special.,"{
    ""sentiment"": ""positive"",
    ""sentiment_score"": 0.8598484848484849
}"
My husband bought me flowers yesterday for no reason. It was so sweet of him and made me so happy!,"{
    ""sentiment"": ""positive"",
    ""sentiment_score"": 0.8196022727272727
}"
My husband and I continued playing through Horizon Zero Dawn together. The game is turning out to be really great. It's long so it's a little annoying when he's ready to play and I'm not yet but overall it's a really fun activity that we're doing and appreciating together. It gives me many warm fuzzy feelings that I can share an appreciation for art and story with him like that.,"{
    ""sentiment"": ""positive"",
    ""sentiment_score"": 0.5240384615384616
}"
My grandson was born two months before his due date. I got the chance to hold him for the first time yesterday. What a wonderful feeling!,"{
    ""sentiment"": ""positive"",
    ""sentiment_score"": 0.5448588709677419
}"
"My furnace doesn't work. It might cost around $1,500 to replace it, because it is old. I am working my behind off on Amazon Mechanical Turk and eBay to earn the money.","{
    ""sentiment"": ""negative"",
    ""sentiment_score"": -0.510546875
}"
my friends make me happy just knowing them and they are a very important part of my day,"{
    ""sentiment"": ""positive"",
    ""sentiment_score"": 0.915296052631579
}"
"My friends came over to rehearse for the show last night and it was wonderful. They got to meet our cat, we ate snacks, and had a great time running lines and blocking. It was the first time they'd been to my place and I was proud to show them my home.","{
    ""sentiment"": ""positive"",
    ""sentiment_score"": 0.8233901515151515
}"
"My friend recently told me about a promotion he'd gotten. I was proud and happy for him, but I was also jealousy. I've been working on a promotion myself for a year now, and there's no sign it's coming any time soon.","{
    ""sentiment"": ""neutral"",
    ""sentiment_score"": 0.020027535860655737
}"
My family was the most salient thing about my day. My baby boy turned 9 months old today. It made me fee so proud and nostaglic and introspective. I reflect back and feel happiness that I created a beautiful child that is my own family.,"{
    ""sentiment"": ""positive"",
    ""sentiment_score"": 0.7494318181818181
}"
"My family is the most important thing to me.  My time with them is rewarding and it makes me feel content, happy, and safe.","{
    ""sentiment"": ""positive"",
    ""sentiment_score"": 0.8839285714285714
}"
"My family is the most important thing in my life. They provide calm, comfort and love.","{
    ""sentiment"": ""positive"",
    ""sentiment_score"": 0.8186677631578947
}"
My family is the most important thing in my life.  I makes me feel joy.,"{
    ""sentiment"": ""positive"",
    ""sentiment_score"": 0.8722426470588235
}"
My family is the biggest part and most important amount of every day for me. I was able to speak with my parents by phone to plan to go over there this weekend. My brother will be there too.,"{
    ""sentiment"": ""positive"",
    ""sentiment_score"": 0.7434593023255814
}"
My family is one of the most important things in my life. I enjoy spending time with them and taking care of my daughter. It helps me to relax and feel close to them.,"{
    ""sentiment"": ""positive"",
    ""sentiment_score"": 0.8226351351351351
}"
My family is crazy I have a aunt that never stops I told her yesterday that am done dealing with this am done frighting with everyone over this I cant' make other people do what she wants or what is right and then my sister one is the cause of all our problems the other just cares about herself and friends but then she gose crazy if anyone say anything about the problems thst my other sister caused,"{
    ""sentiment"": ""negative"",
    ""sentiment_score"": -0.760989010989011
}"
"My family is amazing, and I love them. Being with them is the best part of every day.","{
    ""sentiment"": ""positive"",
    ""sentiment_score"": 0.9322916666666666
}"
"My family gives me purpose and helps me diffuse from the stresses of work and the world. My children, their joy, innocence, and silliness all bring me joy.","{
    ""sentiment"": ""positive"",
    ""sentiment_score"": 0.7883928571428571
}"
"My family are the most important part of my life. Yesterday, I got to really spend time and connect with my girls and husband. I am very grateful for all of the time that I get with them.","{
    ""sentiment"": ""positive"",
    ""sentiment_score"": 0.8497023809523809
}"
My day yesterday was pretty average and to me average is good. I prefer things to be uneventful and nothing bad happened to me so I can't really say that it was a bad day! I feel good about the work that I did and I was satisfied with myself.,"{
    ""sentiment"": ""positive"",
    ""sentiment_score"": 0.4507004310344827
}"
My day was rough yesterday work was hard and dealing with family after work was hard. I spent 8 hours doing grueling mechanical labor then had to run around and feed the kids make sure they did their homework and do house chores so by the time I went to bed it stood out as being the most happy relaxing moment of my day when I could read a book and go to sleep.,"{
    ""sentiment"": ""neutral"",
    ""sentiment_score"": 0.07079475308641975
}"
My day was more productive than I feared it might not be. I reached my goal and surpassed it leaving me happy and fulfilled.,"{
    ""sentiment"": ""positive"",
    ""sentiment_score"": 0.8113839285714286
}"
My day was good because my only son received three awards for academics and character. I was very proud of him.,"{
    ""sentiment"": ""positive"",
    ""sentiment_score"": 0.900390625
}"
"My daughter was going through old photos at her house, and posted and texted some of the pictures to me. They brought back a lot of happy memories and some that made me feel very nostalgic and even a bit melancholy. It is so easy to remember those times with great fondness, but hard a bit when I look back and didn't realize how carefree those days were, compared to what they are now. I miss my kids when they were little and growing up and discovering new things and interests.","{
    ""sentiment"": ""neutral"",
    ""sentiment_score"": 0.2044034090909091
}"
